Broad Domain 1,Broad Domain 2,Broad Domain 3,Hoos TC Title ,Undergrad scenario body,Undergrad scenario body #2 (negation scenarios only),Undergrad comprehension question,Undergrad correct response,Undergrad incorrect response,Undergrad photo link,Undergrad photo name,Letters Missing,Occurrence
Mental Health,,,Being a Parent,"You are babysitting for your family friend while they are out on a date night. Your family friend's daughter is very sweet, but you sometimes get frustrated with her and wonder how you will get along with your own kids someday. When you think about your future relationship with your own kids, you see yourself as being frustrated.",N/A,"Thinking about becoming a parent one day, you see yourself",Being stressed as a parent.,Being a loving parent.,https://drive.google.com/file/d/1l-0RqRBinZMdVZ2IJnJYWMKbDwph54bS/view?usp=sharing,,2,3
Mental Health,Romantic Relationships,,Comparing Yourself to Others,"You are interested in dating someone new. As you scroll through a dating app, you compare yourself to people's profiles and wonder if you measure up to their attractiveness. You think that you will get a lot of likes.  ",N/A,Will you match with people on this dating app? ,Yes ,,https://drive.google.com/file/d/1cZuUvxfxc9jrn57Y99LQosxbvUvv8V-R/view?usp=sharing,,2,3
Mental Health,Social Situations,,Sharing with Someone New,"You meet a new classmate in biology who seems really cool. After class, they request to follow you on your private social media account. Before you let them follow you, you look over your own feed and feel good.",N/A,Are you worried about what your classmate thinks of your profile?,No,,https://drive.google.com/file/d/1PNlqc0Jg4bm9KOsakVSsKmJDaQwqLGrB/view?usp=sharing,,2,3
Mental Health,,,Thinking about Flying,You're watching a TV show about people travelling to other countries. The idea of taking an airplane makes you feel anxious. You think you will deal with your anxiety successfully.,N/A,Are you able to tolerate your feelings of anxiety about airplanes? ,Yes,,https://drive.google.com/file/d/1wnxiRUTD_wAP7gp1JGI-BwXD0_dNvvjq/view?usp=sharing,,2,3
Mental Health,Social Situations,,Plans for the Weekend,"It's finally Friday, and you overhear some classmates talking about their plans for the weekend. You didn't have anything big planned for the weekend, and you feel like you aren't social enough to be in college. When you imagine relaxing after a hard week of work, you feel content.",N/A,Do you have to be more social?,No,,https://drive.google.com/file/d/1osnpX2qW0UbXPOcFF6j-MPRf0iUaem-b/view?usp=sharing,,2,4
Mental Health,Academics/Work/Career Development,,Not Feeling Prepared,"In one of your classes recently, your professor asks students to raise their hands if they've learned the day's materials before. When you look around, you notice the majority of your class has their hands raised, but you don't. This makes you feel like you're not prepared to be in the class.",N/A,Are your classmates more prepared than you?,Yes,,https://drive.google.com/file/d/143F_jObaBvG1l77hgZir8HruiOBT9qcV/view?usp=sharing,,2,3
Mental Health,Romantic Relationships,,Past Experiences,"Your last relationship did not end very well. You are entering a new relationship, but you are still dealing with the feelings from your past relationship. When you think about discussing this with your new partner, you feel confident.",N/A,Will your partner understand?,No ,Yes,https://drive.google.com/file/d/1c0jEVgNBC6T5owmfv46lOubTqZ53hCZE/view?usp=sharing,,2,3
Mental Health,Physical Health,,Feeling Lightheaded,"You have been working hard all day and have not had much to eat. As you stand up from your desk, you feel dizzy and weak, and this makes you a little worried. ",You decide to pay attention to the sensations without judging them as good or bad. This reduces your worrying and makes you feel calmer.,Will your anxiety decrease if you observe your sensations without judgment?,Yes,,https://drive.google.com/file/d/1DivZOcoKB52Y-av9UMmPiIogDTLacT_W/view?usp=sharing,,2,3
Mental Health,Academics/Work/Career Development,,Managing Responsibilities,"You have started a new part time job and have had a difficult time managing it with school. Your boss asked if you would be willing to help her out with a project outside of your usual responsibilities, and you are worried if she will be dissappointed if you say no. After thinking on it, you tell her that you can't help out with this project because of school, but are willing to help out on the next one.",N/A,Is it okay to turn down additional responsibility?,Yes,,https://drive.google.com/file/d/1mnjPZpYIVahZEm1gr4Zu9gKZfMCjl2Tk/view?usp=sharing,,2,4
Mental Health,Academics/Work/Career Development,,Taking a Break,"You've been very busy this semester, and you haven't had a lot of free time. You finally have a chance to rest, but you feel guilty that you're taking a break rather than completing work. You think that you deserve to relax. ",N/A,Should you do your work right now?,No,,https://drive.google.com/file/d/1OSRDlUvXTNnwLZlxsji3kxnfVjWLAKmD/view?usp=sharing,,2,4
Mental Health,,,Trusting Yourself ,"You're working on homework with a few friends. You say an answer to the first question, and your friend laughs and says that you're wrong. While you're checking your work, you think that you're smart.",N/A,Do you think that you're dumb because you made a mistake?,No,,https://drive.google.com/file/d/1luHbcPLj4BFquei2XFd_e4PgL9z8fBaB/view?usp=sharing,,2,3
Mental Health,Academics/Work/Career Development,,An Important Presentation,"A recruiter for your dream internship is watching your class presentations. During the presentation, you stumble over your words a lot. You feel defeated.","While you feel upset, you realize that it's natural to make mistakes. You think that the recruiter won't remember.",Is it okay that you made a mistake in front of the recruiter?,Yes ,,https://drive.google.com/file/d/1pQHZTO39FaMtxe96k3wQ-bwUufBsPYvC/view?usp=sharing,,2,4
Mental Health,,,Getting Help,"This semester, you've been feeling very down, and you haven't been enjoying your ususal activities. You wonder whether treatment would work for you, but you feel discouraged. As you think more about getting help, you think it would make you feel better.  ",N/A,Will getting help make you feel better?,Yes,,https://drive.google.com/file/d/1UBORN__WOk3N5lP4X-qA_lwYYhlyyYqS/view?usp=sharing,,2,3
Mental Health,,,Feeling Down,"You have had a busy and stressful week. You are usually happy, but you've felt flat and sad all for the past few days. You remember that it's normal to have some hard days.",N/A,Are your feelings normal?,Yes,,https://drive.google.com/file/d/1Idh86DIZlODfTEChHpLTlFGu9oVwjF82/view?usp=sharing,,2,3
Mental Health,Finances,,Session Costs,"You recently had to pay a large sum of money toward repairs for your car. This unexpected expense cut into the money you use to pay your therapy copays, and you are concerned about what will happen if you miss sessions to save money. You call the therapy office, and they help you come up with a solution. ",N/A,Do finances get in the way of therapy?,No,,https://drive.google.com/file/d/1yu9h9aas60Qlgw4LN5PXrYPCRmTlEye4/view?usp=sharing,,all,3
Mental Health,Social Situations,,Driving flashback,"You are driving to a friend's house in the town you previously lived in. When you arrive at the entrance, you have a strong flashback to when you used to visit this house many years back. You start to feel anxious about being disoriented, and you decide that what you will do about these feelings is to just let them pass.",N/A,"When you feel disoriented, it is helpful to ...",Simply observe and accept the feelings.,Get anxious about feeling disoriented.,https://drive.google.com/file/d/111tmTqhti30waD2ToHBnhDXMWZr6Fiv3/view?usp=sharing,,all,4
Mental Health,Academics/Work/Career Development,,Being in Charge,"You recently were elected to be in a high position in a club you're in. When you meet the other members of the group, you feel as though you didn't work as hard as they did, and don't deserve this position. You take a minute to think about what you give to the club, and realize that you've been giving all you could, and people definitely noticed this.",N/A,Do you feel like you deserve your position in your club?,Yes,,https://drive.google.com/file/d/1cCdFnGwW1dNBLOO7cPWVry3DULHFtlcc/view?usp=sharing,,all,4
Mental Health,Family & Home Life ,,Monday Phone Call,"Every Monday you call your grandmother to say hello. Today is Monday, and she did not pick up the phone when you called, which is unusual. Your grandmother probably did not answer the phone because she is busy.",N/A,Is your grandmother unable to talk because she is ill?,No,,https://drive.google.com/file/d/1IU_XvZOX6kp3NCD46xVyF4EAE13HCkWI/view?usp=sharing,,all,4
Mental Health,Family & Home Life,,Heading out of Town,"You and your family are heading out of town for a few days. Your parent asks you to double-check that all the appliances in your house are turned off. As you close the door to your house, you feel nervous.",N/A,Are you worried about whether you turned off everything in the house? ,Yes,,https://drive.google.com/file/d/11L0gcPPltGMNDtkc_O6wRZAj_WWsbX7o/view?usp=sharing,,all,3
Mental Health,Academics/Work/Career Development,,Presenting your Work,"You've been working hard all year for a project for your major and your your dean has invited you to talk about it at an event. A lot of your friends and some professors will be there, and you don't think your work will be enough to impress them. You think that your professor invited you for a reason and your work is worth seeing.",N/A,Will your work impress the people at the event?,Yes,,https://drive.google.com/file/d/16uno5Nefcm3awk1lVSEJ8eocgzjkR5B0/view?usp=sharing,,all,4
Mental Health,,,Your Bowling Skills,"You have been bowling in a recreational league with some friends for the past few years. You have improved since you started, but you aren't as skilled as you would like to be yet.","When you think about yourself in the years to come you don't think your bowling skills will have plateaued, and you see your bowling skills as strong.",Do you think you will end up bowling at a high level?,Yes,No,https://drive.google.com/file/d/1oSLgkDZVNtoSTo-1lqoKPGD_AvvZLCdO/view?usp=sharing,,all,3
Mental Health,Social Situations,,Picture with Friends,"You and your friend took some pictures together. You look through your feed and see that they tagged you in a post and you really don't like how you look. But, you know that in the long run it won't matter.",N/A,Are you worried about your appearence in the posted picture?,No,,https://drive.google.com/file/d/1NvTM1g3vx1Kut8y_4vvBJo79qKHzUztk/view?usp=sharing,,all,4
Mental Health,,,Trying Different Foods ,"You and your friends are at a restaurant. While your friends all order the same dish, you want to order something different and adventurous, but you're worried that they'll think it's weird or gross. You decide to order the dish anyways, and enjoy the new flavors.",N/A,Should you avoid trying new foods because your friends are not ordering it?,No,,https://drive.google.com/file/d/1s0nfHtbZGDMXBuEXJ9FB0ljT-8ykR7hx/view?usp=sharing,,all,3
Mental Health,,,Truthful Texting,"You got someone's number from a dating app and have been texting them back and forth for a few days now. You do not feel very interested in them, but they text you today saying that they are extremely interested in you and want to meet up for a date and you are worried they will be angry if you decline their offer. You decide to be truthful about not feeling the same and tell them you do not see your relationship going any further.",N/A,Are you happy with your response?,Yes,,https://drive.google.com/file/d/1XmEF3Y_EVn1lonn_hWKIbtSjgRFn_dbg/view?usp=sharing,,all,4
Mental Health,Academics/Work/Career Development,,Applying to Jobs,"You applied to a job a few weeks ago and just got a response. They tell you they already filled the position, and you feel like you are not smart enough. You think that in the future, you will get a job.",N/A,Will you be offered another job in the future?,Yes,,https://drive.google.com/file/d/12wCJ5Ffbo2FQWJoyCCjGdJUCGOFpqs8y/view?usp=sharing,,all,4
Mental Health,,,Your Own Style,"You made plans with a group of friends to go out to dinner on a Friday night. When they come to pick you up, you see that they are dressed casually, but you decided to dress up a bit, and you think they might judge you. You decide that you like what you're wearing, and go to dinner happy. ",N/A,Do you change your outfit because of what your friends are wearing?,No,,https://drive.google.com/file/d/12vpSXXIvh5O51Xf7jc-cr6cnonOEz7zw/view?usp=sharing,,all,3
Mental Health,Academics/Work/Career Development ,,Balancing Tasks,"You been very busy this semester and haven't had the time for extracurriculars. All of your friends are heavily involved, and seem to get all of their school work done on top of their committments. This makes you feel like a failure.  ",N/A,Should you be more involved?,Yes,,https://drive.google.com/file/d/1oLL_xLzI-U5_qMJYXQBLx1YoawU0rB1s/view?usp=sharing,,all,3
Mental Health,Finances,,Treating Yourself,"You've had a lot going on recently, and haven't felt like yourself. You want to treat yourself to something you enjoy, but you aren't sure you have room in your budget. You decide to buy yourself something small that you can definitely afford.",,Are you able to treat yourself?,Yes,No,https://drive.google.com/file/d/1zr-ojLmvOUbAd2xJRvcq3QG2d7z_oRgu/view?usp=sharing,,all,3
Mental Health,,,New Style,"You go shopping at your favorite clothes store. You see an outfit that you love but do not believe it is right for your body type. After you get it and try it on, you want to buy it despite it not being something you typically wear. ","After battling with yourself in the dressing room, you find yourself feeling confident and wanting to wear it out so you purchase the new outfit.",Are you excited to wear your outfit to a party?,Yes,,https://drive.google.com/file/d/1JigHUpLu2fn945h0hTvVgiO8e2TV0Uue/view?usp=sharing,,all,2
Mental Health,,,Feeling Numb,You have been dealing with some stressful situations recently. You are reflecting on the past few weeks and realize you haven't been very emotional which makes you think you've become numb. You remember that you've been coping well and likely have just kept your emotions stable.,N/A,Are you depressed?,No,,https://drive.google.com/file/d/1lb5unRFMzlCZwR4qVYPDwPXdw7evicTa/view?usp=sharing,,all,3
Mental Health,Social Situations,,A Rude Comment,You post a picture you are really confident about. You see a really rude comment as you go back to check your comments. You take a deep breath and decide not to feel bothered.,N/A,Do you get really upset about the rude comment on your post?,No,,https://drive.google.com/file/d/1RkgHCc_BENHGzRjkp5-Y-7TvU7m58if8/view?usp=sharing,,all,4
Mental Health,Physical Health,,Monday Morning ,"It's Monday morning and you are hurrying out of your room to walk to class. You feel your heart racing as you step onto the street and start walking. Fearing that you might have a panic attack, you have a strong urge to turn back around, and yet you decide to observe these sensations without reacting and keep walking.",N/A,Is it necessary to go back home because you feel your heart beating rapidly?,No,,https://drive.google.com/file/d/11Ih0CGjBbLvXPoCO4JeA7TGyGokI7Jv3/view?usp=sharing,,all,3
Mental Health,Romantic Relationships,,Awkward Conversations,"You invited your partner to hang out with you and your friends so everyone could get to know each other. As it got later, your partner brought up a controversial topic and your friends seemed unsure about how to respond. You know that your friends recognize that many people, including you and your partner, have different opinions.",N/A,Will your friends judge you because of your significant other?,Yes,No,https://drive.google.com/file/d/1pYBPEve_C1A0Zcgr6watuakBnO3MOszX/view?usp=sharing,,all,2
Mental Health,Family & Home Life,,Opposing Opinions ,"Your family has strong opinions that you don't always agree with. As you listen to your family talk, you feel that you are pretty different from them. You feel having your own unique views is okay.",N/A,Is it alright to have different views from your family? ,Yes,,https://drive.google.com/file/d/1z-OZ5Wr0EatO5q1bpsB0G3Xv11wj5Z46/view?usp=sharing,,all,4
Mental Health,Social Situations,,Having People Over,"Your housing is smaller and not as stylish or well organized as those of others that you know. Your friend has never been to your place, but wants to come over and spend the night. You think their reaction to your home will be respectful.",,Will your friends judge your home?,No,,https://drive.google.com/file/d/188gJvZFlRCWJufnhgKga1U3ayA2jiq8j/view?usp=sharing,,all,4
Mental Health,Academics/Work/Career Development,,Unfinished Work ,"You had a very busy day, and were not able to get all of your tasks done. While at dinner with a friend, they brag about how they finished everything on their to-do list. Thinking about whether you can complete your work tomorrow, you feel confident.",N/A,Will you get everything done?,Yes,,https://drive.google.com/file/d/1b4FsJv5cKIMQtEO-gCgq-Ezc9XEaINoP/view?usp=sharing,,all,3
Mental Health,,,Intrusive Thoughts,"Recently, you've noticed that you are having intrusive thoughts. These thoughts are disturbing to you, and you cannot believe that you are thinking such horrible things. You think that you are going crazy. ","After a while, you realize that they are just thoughts, and that they don't mean anything about you as a person. You think that you are not going crazy, and that you are a good person. ",Are you a bad person?,No,,https://drive.google.com/file/d/1lb5unRFMzlCZwR4qVYPDwPXdw7evicTa/view?usp=sharing,,all,3
Mental Health,Romantic Relationships,,Special Day,"You have a date scheduled with someone you have liked for a while. On the day of the date, you feel a little nervous, as you wonder whether your date will like you as much as you like your date. Feeling nervous is normal.",N/A,You probably feel nervous because ...,You haven't gone on a date in a while.,You are unlikeable.,https://drive.google.com/file/d/1Yyi1e6BqxjDWtVu76Gq09Tb21smvhClb/view?usp=sharing,,all,4
Mental Health,Romantic Relationships,,Putting Yourself Out There,You go on a date. You and your date have a really good conversation and they ask you some questions that make you feel vulnerable. If they get to know the 'real you' you think they will be judgmental.,"You decide to open up and share, and they do the same. As you talk, you feel understood.",Did your date judge you negatively?,No,,https://drive.google.com/file/d/175t4xW0IN99gRfCfKY3yXEMDERREEH5-/view?usp=sharing,,all,3
Mental Health,Family & Home Life,,Talking about Housing,"You are hanging our with a new group of people and they are all talking about their housing situations for next year. You want to chime in, but you don't have any plans and you feel like you're falling behind on life experiences. You think that you still have plenty of time.",N/A,Will you figure out housing?,Yes,,https://drive.google.com/file/d/13C46DCNwa01dfLqreKVRIq8Gnv03aKQI/view?usp=sharing,,all,4
Mental Health,Family & Home Life,,Views Towards Therapy,"You have been going to therapy lately. You haven't told your family because they have expressed negative views of therapy in the past. You think that this time, they will be supportive. ",N/A,Will your family accept you going to therapy?,Yes,,https://drive.google.com/file/d/1oOjp17AzniUmJnuYe-gQ8IiWi4W8RJ71/view?usp=sharing,,all,4
Mental Health,Finances,Academics/Work/Career Development,Applying for a Grant,"You want to start doing undergraduate research, so you apply for a grant for funding. Without this funding, you won't be able to do the research you're hoping to do, but you don't know if your proposal is good enough. You think you won't get the funding. ",N/A,Are you able to do this research?,No,,https://drive.google.com/file/d/1ukTeswERZcv2VvawZpW961W0jlu_DqhX/view?usp=sharing,,all,4
Mental Health,,,Instagram Post Feedback ,"You have a lot of followers on social media. Your photo has only a few likes after a few hours, and usually by now you'd have a lot more reactions. You wonder if people aren't liking your post because they are busy.",N/A,Are people not reacting to your post because they think you look bad?,No,,https://drive.google.com/file/d/1ipEEthtZYy6boPP2xVORG4kPi9ARn5kH/view?usp=sharing,,all,3
Mental Health,,,Deciding to Share a Picture,"You take a picture of your friend that is really great. You are about to post it but remember that you just posted yesterday. If you post again, you think people won't  notice.",N/A,Do your followers think it's strange that you posted two days in a row?,No,,https://drive.google.com/file/d/1Ev1HphDd6ARyBxl2_PUoyWxWlfAh9n7F/view?usp=sharing,,all,3
Mental Health,,,Write Your Own,,,,,,,,write your own,45
Mental Health,,,Write Your Own,,,,,,,,write your own,45
Mental Health,,,Write Your Own,,,,,,,,write your own,45
Mental Health,Academics/Work/Career Development,,Different Expectations,"You check online to see your latest exam grade. You see that your grade is a lot lower than you expected. You think about what this will mean for your overall grade, and know everything will be fine.",,Will there be terrible consequences for getting a low grade on your exam?,No ,,https://drive.google.com/file/d/1XSzs9MSKzUi9VEjvSXdG4wuW6OFlE60F/view?usp=sharing,,1,4
Mental Health,,,Climbing a Mountain,"You are on a hike with a group of friends and everyone you're with wants to go up a pretty tall mountain. As you climb the mountain, you look down and feel your stomach drop. You think that this hike will be scary.","You reach the top of the mountains and your friends are taking pictures. Even though you're anxious, you go look around and smile.",Were you able to overcome your anxiety and enjoy the thike? ,Yes,,https://drive.google.com/file/d/1gYGD8SnyvMsNgSmeWgF1xZiAFm5Pllca/view?usp=sharing,,1,2
Mental Health,,,Social Media Engagement,"You post a picture of yourself on social media that you feel you look really good in. After a couple days, you see you have gotten very few likes and comments. You still feel confident in the photo despite your social media engagement.",N/A,Do you look good in the picture you posted?,Yes,,https://drive.google.com/file/d/1HkN2rJ7Y0VEY5dMn1mntz5eYutNR5dSv/view?usp=sharing,,1,3
Mental Health,Academics/Work/Career Development,,Teaching Others,"You have been asked to tutor for a class. The tutor before you was extremely well liked, and you worry you won't be able to live up to students' expectations. You remember that you know the material well, and when you think about tutoring for the course, you are hopeful.",N/A,Will you tutor for the course well?,Yes,,https://drive.google.com/file/d/1C5L6fKZvsuJRuh2QnDj4U7_d1_Djs1Rr/view?usp=sharing,,1,3
Mental Health,,,Presentation Practice ,"You have a big presentation coming up soon. You fear that you will be unable to present it accurately, so you dedicate a few hours the weekend before to practice. You ask your friend to come and listen to your presentation to receive feedback. When you are finished, your friend tells you that you did a really good job and that you will do well in front of the crowd. ",N/A,Do you think that you are well prepared? ,Yes,,https://drive.google.com/file/d/1VHq_c_pitRRiOT_VNDOFpOt_UvMiKJgv/view?usp=sharing,,1,3
Mental Health,Social Situations,,Sharing Favorite Shows,"You are talking with a group of friends about TV shows. When you say what you like about an old TV show that you just discovered, no one responds. They probably think that you are weird.",,Do your friends judge you for what you said about the TV show? ,Yes,,https://drive.google.com/file/d/1opDxSogFwDYpEb5PGw4jTADE96Y2WtG7/view?usp=sharing,,1,3
Mental Health,,,New Outfit,"You put on a new outfit in the morning before leaving for the day. In the middle of the day, you notice you feel a bit different in this new outfit. You love this feeling and are happy you chose to wear the outfit. ",N/A,Are you happy with the new outfit you chose?,Yes,,https://drive.google.com/file/d/1Tj_Fffv-Mc7x6_jQoPut_j9SUCcoydah/view?usp=sharing,,1,4
Mental Health,Romantic Relationship,,How You Look,You are going on a first date. You look in the mirror before you leave and you wonder if your date will find you attractive. You realize that the only opinion that matters about your appreance is yours.  ,N/A,Does it matter if your date finds you attractive?,Yes,No,https://drive.google.com/file/d/1FccvJOxJ1IrfcxS0GzHIlNxNV5GiBH3P/view?usp=sharing,,1,3
Mental Health,Academics/Work/Career Development,,Sitting in a Meeting,You are in an important meeting and you need to pay attention. Halfway through the meeting you realize you have been zoning out and don't know what is going on. You think something must be wrong with you.,"You take a few sips of water and start to feel more awake, remembering that you didn't get as much sleep as usual last night. You decide you are just tired.",Is your zoning out a sign of something wrong with your brain?,No,,https://drive.google.com/file/d/10fLWhto09ulpTOoQ_oICa06UK6vWzttW/view?usp=sharing,,1,4
Mental Health,Social Situations,,Trying Out a Funny Caption,You are trying come up with a caption for a new post. You come up with a risky joke that your closest friends will love. Your followers will think it's funny.,,Are you worried what your followers will think of your caption?,No,,https://drive.google.com/file/d/1828HR7oyHuDJpNFSn5JmLlYAZ24vA7x7/view?usp=sharing,,1,3
Mental Health,,,Insightful Email,"During a class discussion today, you have a thought that you think is really insightful. You didn't get the chance to bring it up in class, but you want to email your professor about it. When you send the email, you feel proud of yourself for sharing your thoughts.",N/A,Was your thought worth sharing?,Yes,,https://drive.google.com/file/d/1azOE2eRIrdOPl9AdAR61tTkqUFdsq0zB/view?usp=sharing,,1,3
Mental Health,Physical Health,,Long Walk Outside,"It's a cold day, and you are out walking to clear your mind. Your hands start to shake and your heart beats quickly as you walk up a hill. This is scary.",You remember that this is the first time you have been on a long walk for a couple weeks. You are probably feeling your heart race because of the hill.,Does your rapid heartrate mean something bad is happening?,No,,https://drive.google.com/file/d/1lcMOCr0PYGVo5UIUZXEXzXL0JU5_MIgg/view?usp=sharing,,1,4
Mental Health,,,Canceling on Friends ,"You've been feeling run down lately and cancel on plans that you made with your friends. Your friends express frustration, saying that they planned this a long time ago and were looking forward to seeing you. You think that you made the best decision for yourself. ",N/A,Are you glad you canceled your plans to rest?,Yes,,https://drive.google.com/file/d/1WuPmRt-VoQfR_ZkT1nzIhMKeljNVUJMz/view?usp=sharing,,1,3
Mental Health,Academics/Work/Career Development,,Presenting your Work,"You've been working hard all year for a project for your major and your your dean has invited you to talk about it at an event. A lot of your friends and some professors will be there, and you don't think your work will be enough to impress them. You think that your professor invited you for a reason and your work is worth seeing.",N/A,Will your work impress the people at the event?,Yes,,https://drive.google.com/file/d/16uno5Nefcm3awk1lVSEJ8eocgzjkR5B0/view?usp=sharing,,1,4
Mental Health,Academics/Work/Career Development,,Important Email,"Today your top internship choice is emailing you about whether or not you were accepted. You have a few hours to wait until you'll get the email. When you think about waiting that long, you feel miserable.",N/A,Do you feel OK having to wait for the email?,No,,https://drive.google.com/file/d/1N6vR25DLC0FZk7m0Kj9cqT3vnyjdyQOA/view?usp=sharing,,1,3
Mental Health,Social Situations,,Early Morning,You are new to your group of friends and they want to take you to a party tonight. You let them know that you have to be up early tomorrow morning for an important test and that you can't go with them and they seem disappointed. You think that your new friends will respect your decision to put your needs first.,N/A,Do your friends judge you for not going out with them?,No,,https://drive.google.com/file/d/1Zc-4xffN0v0XdDSXW-x1NAACedZAqgXQ/view?usp=sharing,,1,4
Mental Health,,,Social Media Engagement,"You post a picture of yourself on social media that you feel you look really good in. After a couple days, you see you have gotten very few likes and comments. You still feel confident in the photo despite your social media engagement.",N/A,Do you look good in the picture you posted?,Yes,,https://drive.google.com/file/d/1HkN2rJ7Y0VEY5dMn1mntz5eYutNR5dSv/view?usp=sharing,,1,3
Mental Health,,,New Style,"You go shopping at your favorite clothes store. You see an outfit that you love but do not believe it is right for your body type. After you get it and try it on, you want to buy it despite it not being something you typically wear. ","After battling with yourself in the dressing room, you find yourself feeling confident and wanting to wear it out so you purchase the new outfit.",Are you excited to wear your outfit to a party?,Yes,,https://drive.google.com/file/d/1JigHUpLu2fn945h0hTvVgiO8e2TV0Uue/view?usp=sharing,,1,2
Mental Health,Social Situations,,Your New Post,"You just posted a new picture an hour ago. When you check how many likes it's gotten, you see no one has liked it yet. It's late at night, which means that everyone is sleeping.",N/A,Did people ignore your post?,No,,https://drive.google.com/file/d/1TU-vDyoLAB5--Mx4gvO5P_0Cu9AVyDqC/view?usp=sharing,,1,4
Mental Health,,,Presentation Practice ,"You have a big presentation coming up soon. You fear that you will be unable to present it accurately, so you dedicate a few hours the weekend before to practice. You ask your friend to come and listen to your presentation to receive feedback. When you are finished, your friend tells you that you did a really good job and that you will do well in front of the crowd. ",N/A,Do you think that you are well prepared? ,Yes,,https://drive.google.com/file/d/1VHq_c_pitRRiOT_VNDOFpOt_UvMiKJgv/view?usp=sharing,,1,3
Mental Health,Finances,,Affording Therapy,"You've been wanting to go to therapy for a while. However, you aren't sure whether you have the budget to pay for it. You think that it's likely that you will find a provider whose services are affordable. ",,Do you want to go to therapy?,Yes,No ,https://drive.google.com/file/d/1oOjp17AzniUmJnuYe-gQ8IiWi4W8RJ71/view?usp=sharing,,1,3
Mental Health,Social Situations,,Out of breath,"You run to a class because you think you might be late. You just barely make it on time, but you are breathing heavily and feel embarrased because people are looking at you. ","You remind yourself that it's normal to need to catch your breath after running, and that people will only be looking at you for a few seconds. You find your seat and start to relax.",Is needing to catch your breath embarrassing? ,No,,https://drive.google.com/file/d/1fK5cnosN9juhwT1bAWSq2FvsfWWj1gyO/view?usp=sharing,,1,2
Mental Health,,,Thinking about Flying,You're watching a TV show about people travelling to other countries. The idea of taking an airplane makes you feel anxious. You think you will deal with your anxiety successfully.,N/A,Are you able to tolerate your feelings of anxiety about airplanes? ,Yes,,https://drive.google.com/file/d/1wnxiRUTD_wAP7gp1JGI-BwXD0_dNvvjq/view?usp=sharing,,1,3
Mental Health,Academics/Work/Career Development,,Working to Get Ahead,"You have an internship in a company that you really admire. To eventually receive the position you want, you know that you will have to work very hard for several months and the outcome is uncertain. As you envision your likely position in the company down the road,  you expect the position you want will be given to someone else.",,The future you see for yourself is,Being stuck in a position below the one you've always envisioned.,Having the job you want in the company you admire.,https://drive.google.com/file/d/1iFL-df-zgCCAJLsGw8Thh-FkkGSlVrbM/view?usp=sharing,,1,3
Mental Health,,,Speaking Up,"During class, your professor puts you in a group of students to solve a complicated problem. You have an idea you think might work, but you wonder whether it is too simplistic. As you consider whether to share your idea, you decide to give it a shot.",N/A,Will you share your idea?,Yes,,https://drive.google.com/file/d/1ZodO1F5ZuiDVjiFxjsv5k2GCuLpQwIRf/view?usp=sharing,,1,4
Mental Health,Academics/Work/Career Development,,Deleted Project,"You have to turn in an important assignment today. When you open your computer, you can't find the file anywhere. The assignment must have been deleted.",You take a deep breath and decide to email your professor about what happened. You feel ok.,Are you anxious because your assignment got deleted?,No,,https://drive.google.com/file/d/1GCrKOzwl1UC_Ekj6ZbzSSgZLWAASM60G/view?usp=sharing,,1,3
Mental Health ,,,Faster Thoughts ,"You are planning a CIO event you are extremely excited about. As you think about what you need to do for the event to be a success, your thoughts seem to speed up. This is helpful.",N/A,Do you find it useful when your thoughts seem to speed up?,Yes,,https://drive.google.com/file/d/1SaSOZb7CwqBWSZLgiDR8Hhold_NOYHAx/view?usp=sharing,,1,4
Mental Health,,,Truthful Texting,"You got someone's number from a dating app and have been texting them back and forth for a few days now. You do not feel very interested in them, but they text you today saying that they are extremely interested in you and want to meet up for a date and you are worried they will be angry if you decline their offer. You decide to be truthful about not feeling the same and tell them you do not see your relationship going any further.",N/A,Are you happy with your response?,Yes,,https://drive.google.com/file/d/1XmEF3Y_EVn1lonn_hWKIbtSjgRFn_dbg/view?usp=sharing,,1,4
Mental Health,Academics/Work/Career Development,,Feeling Anxious ,"You have a big presentation coming up. When you think about standing up in front of people and talking, you feel anxious. You think that this is probably temporary.",N/A,Will you always feel anxiety?,No,,https://drive.google.com/file/d/1FcB5CvXNaJdV8qJE0nz1NN6MVKPtk2zJ/view?usp=sharing,,1,4
Mental Health,Academics/Work/Career Development,,Comparing Your Work to Others',"You recently received a bad grade on your midterm. Your grade was below the average, and your friends in the class all seem to be doing very well. You think that your performance will improve. ",N/A,Do you think you'll pass the class?,Yes,,https://drive.google.com/file/d/1ODCFk2IwiLjhCOU7VfcGrDWg9KqnAbY8/view?usp=sharing,,1,4
Mental Health,Academics/Work/Career Development,,Voicing Your Opinion ,"Your friends are talking about a current issue and you realize you have a different opinion than them. You want to express it, but worry if they will judge you. You decide that it is better to be honest.",N/A,Should you avoid adding on to the conversation?,No,,https://drive.google.com/file/d/14E87lNQCbYQYaw2WEZUgqpLVllxzh0qo/view?usp=sharing,,2,3
Mental Health,Social Situations,,Social Media,"As you scroll through your feed on social media, you see a photo of your friends that shows them having a great time together over video chat. You weren't invited to hang out with them online. You think about it, and decide that you can cope.",,Can you handle that sometimes your friends hang out without you?,Yes,,https://drive.google.com/file/d/1C2a62EXZZgDQ05jLqV6S9eO4NUs2R1SU/view?usp=sharing,,2,4
